,HELBIDEA/DIRECCION
3732,GELTOKI BIDEA 7  
3733,ZISKAL 13
3734,"LAKABEX KEXARRETA, 2 LA QUADRA"
3735,ARANGOITI 1G
3736,LAZKAO
3737,LANBARRI
3738,KALEA LAZKAO 6003  
3739,ENKARTERRI
3740,ZERIBAI Nº 1
3741,IORGI Nº 15
3742,KALEA ENKARTERRI 25E (48840)
3743,KALEA ENKARTERRI 1 BIS
3744,KALEA ENKARTERRI 25E (48840)
3745,CANTERA ZARAMILLO
3746,JOSE MARIA ARRIETA MASCARUA Nº 21 BAJO C
3747,"AUTONOMIA, 18-4º-I"
3748,ENKARTERRI 14
3749,GALDOTXA ARANA
3750,"ENKARTERRI, 5"
3751,BASETXETA Nº 10
3752,"NORTZA, 4"
3753,TXABARRI KALEA 14 (48830)
3754,MARKOLETA Nº 11
3755,OLABARIETA Nº 1
3756,EUZKADI PZ 11
3757,"BASETXETA,6,4ºIZQ"
3758,BASETXETA Nº 6
3759,PLAZA GALDOTXA ARANA 2
3760,"IORGI, Nº 6 - 4º - A"
3761,"UNZAR, 1"
3762,ELUBARRI Nº 15
3763,IBARRA LA QUADRA
3764,SODUPE GOIKOA Nº 6
3765,MULIKAR
3766,LUJAR Nº 1
3767,ZERIBAI KALEA 27 (48830)
3768,CALLE LACABEX LEXARRETA 7 (48820)
3769,SAN VICENTI Nº 3 BAJO
3770,"URRESTIETA, 9 SODUPE"
3771,BARRETAGUREN 2
3772,URRESTIETA Nº 9A Y 9B
3773,LA PERENAL
3774,CALLE MENDIONA 38
3775,CALLE ASKATASUNA Nº19
3776,MARKOLETA Nº 3
3777,"ERDIGUNE, 38"
3778,CL ARANGOITI 1-F
3779,CL HERRIKO GANE 1
3780,"ELEXALDE, 15"
3781,"IBINAGA, 29"
3782,ELEXALDE 15
3783,LASTARRI AUZOA 3  
3784,"ELEXALDE, 26"
3785,CASERIO SATXA AKORDA23
3786,APRAIZ BEHEKO
3787,IBAETA 3 .BISPL.1º
3788,APRAIZ BEHEKO
3789,ARBOLIZ Nº 15
3790,"ARBOLIZ AUZOA, 20"
3791,ARBOLIZ 14
3792,ELEXALDE 11
3793,CEMENTERIO IBARRANGELU
3794,"GARTEIZ, 7"
3795,"ELEXALDE,19"
3796,"ELEXALDE, 19"
3797,IBINAGA 9
3798,"ELEXALDE, 43"
3799,GAMETXO 9
3800,"IBAETA, 11"
3801,"ELEXALDE,14"
3802,"IBINAGA, 9"
3803,ARBOLIZ 7
3804,IBAETA 24
3805,PLAZA AKORDA
3806,ANTZORA
3807,ANTZORA
3808,BO ELEXALDE 23
3809,SANTA LUCIA 34
3810,UDEA 13
3811,URKUZU 59
3812,BARRIO STA. LUCÍA 45  
3813,SANTA LUCÍA 5
3814,SABINO ARANA PLAZA 19  
3815,LUGAR BARRIO AGIRRE 8B  
3816,LUGAR BARRIO AGIRRE 17A  
3817,URKUZU 67
3818,SANTA LUZIA 5BIS
3819,SANTA LUZIA 6
3820,URKUZU 59
3821,SAN JUAN BARRIO SOLAGUREN
3822,LUGAR BARRIO SAN JUAN 22C  
3823,SANTA LUZIA 25
3824,SANTA LUCIA 37
3825,SANTA LUCÍA 34
3826,LEHENDAKARI AGIRRE
3827,AGARRE5
3828,LOIATE
3829,SAN JUAN 
3830,SANTA LUCIA 5 ARTADI MINTEGI
3831,ELEXALDE 66
3832,URKIZU
3833,OROBI
3834,URKIZU 62
3835,BARRIO BASAUN
3836,PARQUIN SAN JUAN
3837,PARQUIN SAN JUAN
3838,AGIRRE LEHENDAKARI ETORBIDEA 5 (48140)
3839,LEHENDAKARI AGIRRE
3840,ELEXALDE 65
3841,"LEHENDAKARI AGIRRE, 33-3B"
3842,GARBE 18
3843,SANTALUCIA 36
3844,CASERIO ETXANOBE
3845,AGIRRE LEHENDAKARI ETORBIDEA 20 (48140)
3846,OLABARRI 5
3847,OLABARRI
3848,SAN JUAN 2
3849,SAN JUAN 3
3850,OLABARRI 
3851,KANPOSANTUE
3852,VARIANTE IGORRE
3853,URKIZU
3854,LUGAR BARRIO AGIRRE 8B (48140)
3855,ELEXALDE KALEA 60B (48140)
3856,MANDOIA KALEA 3 (48140)
3857,BARRIO STA. LUCÍA 12 (48140)
3858,GARAKOI URKUZU 
3859,OLABARRI 
3860,SANTALUCIA 
3861,TORREA 17
3862,ELEXALDE
3863,SAN JUAN 45
3864,SANTA LUCIA
3865,SAN JUAN 
3866,"SAN JUAN AUZOA, 27"
3867,SAN JUAN 
3868,SABINO ARANA PLAZA 5 (48140)
3869,BO URKIZU 62
3870,LUGAR BARRIO KORTAZAR 13D  
3871,LUGAR BARRIO ARTIKAS 15C  
3872,KORTAZAR 14 IZQUIERDA
3873,MENDAZONA 9
3874,ARROPAIN AUZOA
3875,BARAINKA AUZOA
3876,ARROPAIN AUZOA
3877,SOLARTE
3878,GARDATA
3879,SOLOARAN
3880,SOLOARAN
3881,BARRIO ARROPAIN
3882,LUGAR BARRIO ELEJALDE 3003 (48288)
3883,SOLUANES
3884,LUGAR BARRIO ELEJALDE 17C (48288)
3885,BARRIO GALLETE 1
3886,BO. LARRINAGA 10
3887,LUGAR BARRIO GARDATA 4C (48288)
3888,BARRIO ELEXALDE 17B (48288)
3889,OTOIO
3890,LARRINAGA 11 - KABANA
3891,BO. ARTIKA 22 - CASERIO ATEUN
3892,ARROPAIN 12
3893,KURTXIAGA 1
3894,GARDATA
3895,GARDATA AUZOA 18 (48288)
3896,KARRANTZA
3897,GARDATA
3898,GARDATA 14 
3899,KORTAZAR AUZOA 22
3900,BO. ARTIKAS 20 - CASERIO ARTZAIL GOIKOA
3901,BENTAKALE 8
3902,KURTXIAGA 20
3903,BO. ARROPAIN 12
3904,BO. ARROPAIN 12
3905,BO. KURTZIAGA 17
3906,KORTAZAR 10
3907,KORTAZAR 9B
3908,BARRIO ELEXALDE 23 (48288)
3909,KARRANTZA
3910,BENTAKALE KALEA 2 (48288)
3911,BENTAKALE KALEA 1 (48288)
3912,ARTIKAS AUZOA 17
3913,ARTIKAS AUZOA 17 (48288)
3914,ARTIKAS AUZOA 17 (48288)
3915,BO LARRINAGA 10
3916,ANDAPARAPE KALEA 1  
3917,ELIXALDE Nº 11
3918,OROZKETA KALEA 5  
3919,C/ OLABURU Nº3
3920,C/ OLABURU Nº3
3921,Bº GOIURIA Nº 9
3922,Bº SAN MARKO Nº 4
3923,Bº GAZTAÑATZA Nº 8
3924,Bº MURUETA
3925,CARRETERA BI-3332  
3926,LUGAR BARRIO FAUSTE 36A  
3927,TERRENOS JUNTO Bº FAUSTE Nº 36
3928,Bº OROZKETA Nº 7
3929,Bº SAN ANDRES Nº 4
3930,Bº SAN MARKOS Nº 10
3931,Bº SANTA MAÑA Nº 18
3932,SANTA APOLONIA AUZOA 18  
3933,Bº AMATZA Nº 10
3934,MASPE Nº 30
3935,IURETA Nº 5
3936,Bº GOIURIA Nº 16
3937,Bº ARTATZA Nº 4
3938,LUGAR BARRIO OROZKETA 13C  
3939,C/ OLABURU Nº 3
3940,Bº Sª MAÑA 11-13
3941,BºIURETA Nº 5
3942,LUGAR BARRIO SANTA MAÑA 13C  
3943,"Bº FAUSTE, 19"
3944,ITURBURU Nº 3
3945,Bº OROMIÑO S/N
3946,Bº ARTATZA S/N
3947,Bº SANTA APOLONIA S/N
3948,OROZKETA Nº 5
3949,POL. IND. TABERNABARRI Nº4
3950,C/ BIDEBARRIETA Nº 1A (JUNTO N-634)
3951,MAÑARIKU Nº 6
3952,Bº OROZKETA Nº 3
3953,ARANDIA AUZOA 5 (48215)
3954,POL. IND. PADURETA
3955,Bº STA. APOLONIA Nº24
3956,Bº GAZTAÑAZA
3957,Bº Sª APOLONIA Nº 7 (Cº AMURUA)
3958,Bº OROZKETA 14-16
3959,BARRIO IURRETA 6 (48215)
3960,"Bº FAUSTE, 31"
3961,Bº SANTA MAÑA Nº 8
3962,Bº SAN MARKO Nº 11
3963,PLAZA AITA SAN MIGUEL DE IURRETA
3964,"Bº Sª MAÑA, 18"
3965,P.I. TABERNABARRI 4A PABELLÓN 24
3966,ITURBURU KALEA 2
3967,POLÍGONO INDUSTRIAL MALLABIENA 3-4
3968,KALEA OLABURU 19006 (48215)
3969,OLABURU Nº 3
3970,Bº SAN ANDRES 1
3971,ITURBURU KALEA 4 (48215)
3972,POL. IND. MALLABIENA 3-4
3973,OLABURU S/N
3974,MOMOITIO AUZOA 7 (48200)
3975,HIPICA ZELAI ALAI
3976,ITURBURU Nº 10
3977,IURRETA AUZOA 13 (48215)
3978,CEMENTERIO IURRETA
3979,URALDE KALEA 2 (48215)
3980,Bº IURRETA Nº 6-8
3981,"Bº IURRETA, 5"
3982,AITA SAN MIGEL 5
3983,Bº FAUSTE Nº 12
3984,POL. IND. ARANDIAGOITIA 8
3985,Bº MAÑARIKU Nº 12
3986,IURRETA Nº 3
3987,GARAIZAR S/N
3988,ITURBURU Nº 3
3989,BI-4331  (48215)
3990,POLÍGONO Sª APOLONIA 2-4
3991,OROZKETA
3992,Bº FAUSTE Nº 36
3993,BO IURRETA 3
3994,BASE DE LA ERTZANTZA 
3995,BO AMATZA 12
3996,CL OLABURU 17
3997,ORTUZAR 8
3998,LUGAR BARRIO BITAÑO 7  
3999,UNNAMED ROAD   
4000,ECHANO AUZOA 4  
4001,-48213
4002,ELIZALDE 25
4003,ELIZALDE AUZOA 29 (48213)
4004,ELIZALDE Nº 2
4005,BITAÑO AUZOA
4006,BARRIO ELIZALDE 22
4007,"ELIZALDE, 33"
4008,BO ETXANO 
4009,C/ELIZALDE 4B Cº LA BODEGA
4010,KARRANTZA
4011,KARRANTZA
4012,CAMPO DE FÚTBOL KARRANTZA
4013,BIANEZ CARRANZA
4014,GASOLINERA KARRANTZA
4015,KARRANTZA HARANA
4016,KARRANTZA HARANA
4017,KARRANTZA HARANA
4018,BOLALEKU
4019,ELORTZA ERROTA BIDEA
4020,"ELIZALDE BIDEA, 9"
4021,PARQUE TORREBILLELA 1A  
4022,"KARMELO ETXEGARAI KALEA, 26 B"
4023,"ELIZALDE BIDEA, 28"
4024,KARRANTZA HARANA
4025,PARQUE BOMBEROS CARRANZA
4026,BIANEZ CARRANZA
4027,EL CUADRO AUZOA 4 (48891)
4028,ENTRAMBASAGUAS AUZOA 26
4029,MATIENZO
4030,KARRANTZA HARANA
4031,KARRANTZA HARANA
4032,AMBASAGUAS AUZOA 60  
4033,MATIENZO AUZOA 28  
4034,CONCHA AUZOA 14  
4035,BARRIO OMA
4036,ISLABEKOA
4037,"SANTA ANA, 10"
4038,-48315
4039,BASONDO AUZOA 15 (48315)
4040,ENDERIKA AUZOA 16A ESCOPETA (48315)
4041,BARRUTIA AUZOA 27 (48315)
4042,BARRIO OMA
4043,BARRIO OMA
4044,"OMA AUZOA, 5"
4045,LUGAR BARRIO BASONDO 8B (48315)
4046,ENDERIKA AUZOA
4047,ENDERIKA AUZOA 16A
4048,BARRIO OMA
4049,BASONDO AUZOA 3B.
4050,OMA AUZOA 1
4051,"IDOKILIZ AUZOA, 8"
4052,SANTA ANA 12
4053, BARRIO ELORRIAGA Nº7
4054,CASA FLORA
4055,GOIKOLEZEA
4056,ELIXOSTE 9
4057,LOROÑO
4058,ZARANDOA
4059,"ASTOREKA, 11"
4060,ELEIXALDE
4061,ZARANDONA
4062,"TXISPAMENDI, CASERIO"
4063,GAZTELUMENDI KALEA 3  
4064,LUGAR BARRIO BERREZOAGA 27TRI  
4065,"UGALDE, 8"
4066,LUGAR BARRIO BASARA 1QUI  
4067,CALLE TXISPAMENDI 5  
4068,BASARAS
4069,"MIKEL ZARATE, 10"
4070,SARRIKOLA
4071,"JAUREGI APEZPIKUA,19"
4072,"KALTZADA BIDEA, 9"
4073,"ERKINKO, 1"
4074,"BARRENETXE, 14"
4075,ASPURUGANE 
4076,"AGARRE, 5"
4077,BASARA AUZOA
4078,"AITA PATXI UGALDE,14"
4079,"ASUA-ERLETXETA, 2"
4080,"BERREZOAGA,9B KISKIBILE BASERRIA"
4081,LOROÑO ERDIKOA BASERRIA
4082,OLOSTE - GOIKOLA AUZOA
4083,"BERREZOAGA, 17"
4084,"ZUBITALDE, 19"
4085,SARRIKOLA AUZOA
4086,SARRIKOLA AUZOA
4087,GAZTELU AUZOA
4088,BASARA AUZOA
4089,SARRIKOLA AUZOA
4090,BELARRINAGA AUZOA
4091,SARRIKOLA AUZOA OLOTZE BASERRIA
4092,"BELARRINAGA AUZOA, Z/G"
4093,"LEGINA AUZOA, Z/G. BODEGA AZURMENDI"
4094,UGALDE AUZOA
4095,TXISPAMENDI
4096,"UGALDE, 8"
4097,ALAIOº
4098,"UGALDE, 11"
4099,BASAGURENALDE KALEA 6  
4100,"BASARA, 11"
4101,"LEGINA AUZOA, Z/G"
4102,UGALDE AUZOA
4103,"LOROÑO AUZOA, LOROÑO-GOIKOA BASERRIA"
4104,"LOROÑO AUZOA, LOROÑO-GOIKOA BASERRIA"
4105,"JAUREGI APEZPIKUA, TXULUANE BASERRIA"
4106,"SARRIKOLA AUZOA, 18"
4107,AINGERUGUARDA BASERRIA
4108,"BERREZOAGA AUZOA, 35"
4109,"BELARRINAGA AUZOA, Z/G"
4110,"BASARA AUZOA, 16"
4111,SARRIKOLA AUZOA
4112,ANDRA MARI
4113,CASERIO URKULU
4114,"AITA PATXI UGALDE,14"
4115,GOROBILETA BASERRIA
4116,TXULUANE BASERRIA. JAUREGI APEZPIKUA
4117,BO SARRIKOLA 21-DUP
4118,UNBE MENDI 87
4119,LUGAR BARRIO MENDIONDO 2A  
4120,MENTXAKETA 5 D
4121,ELEXALDE 36 A
4122,UNBE-MENDI 17
4123,LAUQUÍNIZ
4124,UNBE MENDI 106
4125,UNBE-MENDI ETXETALDEA
4126,MENTXAKAETAS AUZOA 16  
4127,MENDIONDO 18
4128,LUGAR BARRIO MENDIONDO 19002  
4129,MENDIONDO AUZOA 17  
4130,UNBE-MENDI 88
4131,UNBE-MENDI Nº 84
4132,UNBE-MENDI Nº 46
4133,"AGIRRE AUZOA, 11"
4134,MENDIONDO 2
4135,UNBE-MENDI 1
4136,AURREKOETXE 8
4137,ELEXALDE 22
4138,MENTXAKETA 17
4139,MENTXAKETA 17
4140,UNBE MENDI 41
4141,AGUIRRE 14 DR
4142,MENDIONDO 23
4143,ELEXALDE 13
4144,VIRGEN DE UNBE
4145,MENDIONDO 10A
4146,MENDIONDO 30
4147,ELEXALDE
4148,AGUIRRE 14 DR
4149,MENDIONDO 26
4150,MENTXAKETA 7A
4151,MENDIONDO 6
4152,UNBE-MENDI 1
4153,UNBE MENDI 27
4154,"UNBE-MENDI ETXETALDEA, 106"
4155,MENDIONDO 39
4156,Bº ELEXALDE 19 Cº ITURGITXI
4157,Bº AGIRRE 12A
4158,BARRIO AURREKOETXE 23 IZDA
4159,MENDIONDO
4160,BARRIO MENTXAKETA 22
4161,MENTXAKETA Nº 2
4162,MENDIONDO 35
4163,MENDIONDO 14-IZ
4164,MENDIONDO 2 KAMIRUNE 
4165,UNBE-MENDI 16
4166,AURREKOETXE 18
4167,UNBE MENDI 43
4168,MENDIONDO 19
4169,URBANIZACIÓN UNBE-MENDI
4170,AGIRRE 11-IZ
4171,BO MENTXAKAETAS 5-D
4172,LANDABARRI 80-3ºA
4173,ITURRIBIDE 4
4174,LEIOA KANDELAZUBIETA 13-4ºI 
4175,UPV
4176,Bº SARRIENA Nº 47
4177,SANTSOENA 18
4178,"TXORIERRI, 4 3 DCHA"
4179,TXORIERRI Nº 4
4180,"TXORIERRI KALEA, 59"
4181,BARRIO SANTIMAMI 39
4182,   
4183,    CAMPO DE TIRO
4184,EUZKO GUDARIAK ETORBIDEA 10  
4185,C/ NEGURIGANA Nº 2
4186,NEGURIGANA Nº11
4187,UPV
4188,"SANTSOENA, 26B"
4189,SANTSOENA AUZOA 34  
4190,"LANGILERIA 88, 6º D"
4191,UNIBERSITATEKO ERREPIDEA 8TRI  
4192,LANDABARRI BIDEA 2  
4193,LUGAR BARRIO SANTSOENA 12004  
4194,SARRIENA AUZOA 66  
4195,ITURRIONDO KALEA 11  
4196,CALLE ARTAZA 24-5B
4197,TELLERIA
4198,INDEPENDENTZIA KALEA 88  
4199,SAN JUAN 18
4200,BASAÑESE 97
4201,AVENIDA ELEXALDE 14
4202,EUZKO GUDARIAK ETORBIDEA 78  
4203,INDEPENDENTZIA KALEA 25  
4204,MENDIBIL KALEA 3  
4205,SANTIMAMI AUZOA 20  
4206,SANTSOENA Nº 36
4207,UPV
4208,PARQUE ZARRAGABARRENA
4209,SARRIENA
4210,UDONDO 17
4211,INDEPENDENTZIA 19
4212,ELEXALDE Nº2
4213,ELEXALDE Nº 1
4214,ROTONDA ALDAPA - OTSOBARRENA
4215,Bº AKETZE
4216,SANTIMAMI AUZOA 40 (48940)
4217,LUGAR BARRIO ARTATZA 15A (48940)
4218,ROTONDA DE MENDIBILE 
4219,TXORIERRI 81
4220,ARTAZAGANA 28
4221,LUGAR BARRIO ELEXALDE 11D (48940)
4222,TXORIERRI 81
4223,-48940
4224,SANTSOENA
4225,BARRIO AKETZE
4226,SANTI MANI 
4227,ALDEKOENA
4228,TXORIERRI 39 4ºDCHA
4229,ELEXALDE Nº7
4230,Bº SANTSOENA Nº 34 (BASERRI)
4231,ELEXALDE
4232,AV. BASARTE Nº 10
4233,MENDIBIL Nº 15
4234,ITURRIBIDE ETXETALDEA 12 (48940)
4235,LUGAR BARRIO SANTSOENA 1004 (48940)
4236,ERREKALDE PLAZA 7 (48940)
4237,IKEA KALEA 51 (48940)
4238,EUZKO GUDARIAK ETORBIDEA 74 (48940)
4239,IKEA
4240,LA VENECIANA
4241,LANDABARRI 32-3ºIZQ
4242,IKEA LATERAL DEL Nº 17
4243,IKEA 17 LATERAL
4244,SANTI MAMI 11
4245,TRAVESIA IPARRAGUIRRE 9
4246,ARTAZA
4247,SARRIENA 184
4248,SANTSOENA 3
4249,MENDIBILE 36
4250,INDEPENDENTZIA 19
4251,BI-2731  (48940)
4252,SAN BARTOLOME Nº 17 (TRASERA)
4253,IKEA KALEA 33 (48940)
4254,"SARRIENA 129, LEJONA, ESPAÑA"
4255,SANTI MAMI 20
4256,SANTSOENA AUZOA 1  
4257,SANTSOENA Nº 26
4258,NEGURIGANE KALEA 11  
4259,SARRIENA 173
4260,"PARQUE ARTAZA, 20"
4261,LUGAR BARRIO SANTSOENA 1002  
4262,BASAÑESE 1
4263,ENTRADA CEMENTERIO
4264,LANGUILERIA  126Z
4265,LUGAR BARRIO ARTATZA 85006  
4266,SANTI MAMI
4267,PALACIO MENDIBILE
4268,"BARRIO ARTAZA 14-16, LEIOA"
4269,TXORIERRI 54
4270,SANTIMAMI 16
4271,"ARRIBIAZPI KALEA, 11"
4272,ATXURIZUBI KALEA
4273,"LARRABIZKER BIDEA, 12"
4274,BARRIO BASOZABAL 44 (48100)
4275,ATELATA BIDEA 11 ()
4276,BERTEIZ KALEA 5 ()
4277,KALEA LAUAXETA OLERKARI 2A (48100)
4278,OLALDE BERESIA KALEA 8 ()
4279,SANTIMAMI 35
4280,BARRIO SANTI MAMI AUZOA 20A (48940)
4281,LANGILERIA 106
4282,UNIBERSITATEKO ERREPIDEA 12 (48940)
4283,PALACIO ARTAZA
4284,PERURI Nº 30 
4285,GOIERRI
4286,ARTATZA KALEA 2 (48940)
4287,ELEXALDE ETORBIDEA 22 6ºA (48940)
4288,URBANIZACION SARRIENA
4289,AVDA. ELEXALDE 1
4290,LANGILERIA 106
4291,PARQUE DE ARTAZA
4292,SANTIMAMI 35
4293,SANTSOENA 7 U.P.V.
4294,SANTIMAMI 30
4295,SABINO ARANA Nº 13-6ºA
4296,SANTSOENA AUZOA 7 (48940)
4297,"BIZKAIA KALEA, 3"
4298,EUSKO GUDARIAK KALEA 87A (48940)
4299,INDEPENDENTZIA KALEA 56 (48940)
4300,LUGAR BARRIO SARRIENA 173005 (48940)
4301,"JOSE RAMON AKETXE PLAZA, 3"
4302,GOIERRI
4303,BASAÑESE
4304,Bº ARTAZA  Nº 72
4305,INDEPENDENTZIA 
4306,ARTAZAGANE
4307,UPV
4308,UPV
4309,ARTAZAGANA 29
4310,-48940
4311,C/ ARTAZA Nº2
4312,SARRIENA 173
4313,SARRIENA 166
4314,SANTSOENA AUZOA 7 (48940)
4315,SANTIMAMI 26
4316,SANTIMAMI 20
4317,ARTATZAGANA 24 TRASERA
4318,BARRIO ARTATZA 74
4319,UNIVERSIDAD UPV
4320,BASARTE 6
4321,BI-2731  (48940)
4322,IPARRAGIRRE (VIA LATERAL AUTOVIA AVANZADA)
4323,SANTIMAMI AUZOA 32 (48940)
4324,ARTAZAGANA 22 4C
4325,SARRIENA 175
4326,SANTI MAMI 11 CASERIO
4327,PALACIO ARTAZA
4328,SANTSOENA
4329,SANTSOENA Nº 34
4330,INDEPENDENTZIA 106
4331,AVDA BASARTE Nº4
4332,"BASAÑESE, 15 - 4º DCHA"
4333,IKEA Nº 45
4334,INDEPENDENTZIA 8
4335,ALDEKOENA 33
4336,"ALDEKOENA, 84"
4337,AV. TXIKIA  (48940)
4338,SAN JUAN BAUTISTA PLAZA 1 (48940)
4339,"ITURRIBIDE, 17 - 1º B"
4340,"ALDEKOENA AUZOA, 60"
4341,"ELEXALDE , 1"
4342,ITURRIBIDE 7 TRASERA
4343,"BIZKAIA KALEA, 3"
4344,LEHENDAKARI AGIRRE 23
4345,KANDELA ZUBIETA KALEA 3 (48940)
4346,ELEXALDE 1
4347,"CALLE ARTAZA ,22,3ºB"
4348,PALACIO ARTAZA JAUREGIA
4349,COLEGIO ASKARTZA CLARET
4350,COLEGIO ASKARTZA CLARET
4351,SARRIENA AUZOA 183 (48940)
4352,LUGAR BARRIO SANTSOENA 12005 (48940)
4353,"SARRIENA 178 , 3º DCHA"
4354,BO SANTSOENA 2
4355,AV BASARTE ETORBIDEA 20
4356,ARROPAIN
4357,TRINIDAD 15 3
4358,MAGDALENA AUZOA 3  
4359,HARBIATX 7
4360,MAGDALENA AUZOA 3  
4361,SABINO ARANA
4362,ARTADI 47
4363,ALDAZTORRE S/N
4364,SAN ANTOLIN
4365,PIEDADE KALEA 11002  
4366,   
4367,ARTADI 22
4368,CAMINO ELUNTZETA
4369,SAN ANTOLIN
4370,"SAN ANDRES, 8-4º"
4371,"PARKING 1, IÑIGO ARTIETA KALEAN"
4372,LARROTEGI KALEA
4373,SANTA ELENA
4374,LARROTEGI KALEA
4375,LARROTEGI
4376,MAHASTI
4377,C/ APALLOA  16
4378,MIKEL LABOA
4379,PIETATE 5
4380,AUZOLAN BIDEA
4381,SABINO ARANA 14
4382,SABINO ARANA 18 (PARTE TRASERA)
4383,CARRETERA ELUNTZETA
4384,   
4385,PASKUAL ABAROA 26-2º IZDA
4386,URB. ARTADI 24
4387,ZUMATZETA KALEA 4 (48280)
4388,TXIRIBOKETA AUZOA 1
4389,TXITXOTEGI 1
4390,MENDIETA 3
4391,ARRAIBI 22
4392,LUGAR BARRIO BOLUNBURU 19H  
4393,LEMORIETA 2
4394,TALLERRETA 2
4395,DURANDIO AUZOA S/N
4396,TXITOTEGI AUZOA S/N
4397,LEMORIETA 31
4398,ZUBIATE 21
4399,BOLUMBURO AIZEA 21
4400,LEMOA
4401,BOLUNBURU 10
4402,LANDITXE 4
4403,LEMORIETA 5
4404,LANDITXE 4
4405,LEMORIETA 5
4406,LEMORIETA 5
4407,J.B EGUSKITZA MEABE 9
4408,ATUTXA SAILBURUA Nº 4- 3F
4409,LEMORIETA 31
4410,ESTAZIÑOA 17
4411,ESTAZIÑOA 4
4412,LUGAR BARRIO SAN INAZIO 3002 (48330)
4413,ELIZONDO 8
4414,ERREKALDE 19
4415,BO POZUETA 16
4416,BARRIO URIZAR 19BIS  
4417,URIZAR AUZOA 23  
4418,URIZAR AUZOA 68  
4419,URIZAR Nº 41
4420,GURE-MENDI Nº8
4421,URIZAR 81
4422,ARMINTZA Nº 3
4423,Bº URIZAR 41-BIS
4424,Bº ANDRAKA 3-BIS
4425,GARONE 2
4426,BARRIO URIZAR 
4427,BARRIO URIZAR
4428,Bº ANDRAKA Nº. 3-BIS
4429,"BARRIO URIZAR, Nº 49BIS"
4430,"BARRIO URIZAR, UGARTE BIDEA "
4431,CAMINO BALDARENA
4432,BO ARMINTZA Nº 14
4433,URIZAR Nº. 19
4434,-48620
4435,BARRIO ANDRAKA Nº. 19
4436,TXATXIMITA BIDEA 12
4437,BARRIO ARMINTZA S/N
4438,GURE- MENDI Nº5
4439,GURE MENDI Nº 20
4440,BERREAGA Nº. 81
4441,BARRIO URIZAR Nº. 13
4442,BO ANDRAKA 34
4443,ARETXALDE 99 B
4444,ARETXALDE 110
4445,GARAIOLTZA 
4446,GARAIOLTZA 141
4447,ARETXALDE AUZOA 139  
4448,GARAIOLTZA AUZOA 69  
4449,GOITIOLTZA AUZOA 26  
4450,ARETXALDE 115B
4451,ARETXALDE AUZOA 10  
4452,GOITIOLTZA 20
4453,GARAIOLTZA 102
4454,ARETXALDE JUNTO A 62
4455,GARAIOLTZA 66
4456,ARETXALDE 67
4457,ARETXALDE 73
4458,GARAIOLTZA AUZOA 48  
4459,GOTIOLTZA 57
4460,GOITIOLTZA 57
4461,ARETXALDE 14
4462,ARETXALDE 115
4463,ARETXALDE AUZOA 15  
4464,ARETXALDE 98
4465,GARAIOLTZA 176
4466,GOITIOLTZA 26
4467,GOITIOLTZA 49
4468,GOITIOLTZA 29
4469,GOITIOLTZA 28 ESK
4470,GARAIOLTZA 18B.IZDA
4471,GARAIOLTZA 56
4472,ENTRE GARAIOLTZA 105-105B
4473,ARETXALDE 117B
4474,ARETXALDE 118B
4475,GOITIOLTZA 2
4476,GOITIOLTZA 2
4477,CAMPA CERCA GARAIOLTZA 28B
4478,GARAIOLTZA 96
4479,GARAILTZA 108
4480,GARAIOLTZA 180
4481,GOITIOLTZA AUZOA 38 (48196)
4482,GOITIOLTZA
4483,ARETXALDE 82
4484,ARETXALDE 132 (TORRE)
4485,GOITIOLTZA 31
4486,GARAIOLTZA
4487,ARETXALDE 91B
4488,ARETXALDE 70
4489,GARAIOLTZA 18 C IZQ
4490,BARRIO LEGINA AUZOA 4002  
4491,GARAIOLTZA 137 C
4492,ARETXALDE 101 B
4493,"TREN GELTOKIA, ARETXALDE 80"
4494,CERCA ARETXALDE 15
4495,ARETXALDE 68
4496,FRENTE GOITIOLTZA 30B
4497,LEZAMA ARETXALDE
4498,ARETXALDE 68
4499,ARETXALDE 68
4500,GARAIOLTZA 88-89
4501,LUGAR BARRIO GOITIOLTZA 31I (48196)
4502,ARETXALDE 36 (MARKONE)
4503,AV LAUROETA ETORBIDEA 10
4504,GOITIOLTZA 8
4505,GARAIOLTZA AUZOA 175B (48196)
4506,GARAIOLTZA 148
4507,GARAIOLTZA 167
4508,BARRIO ARETXALDE 104
4509,GOITIOLTZA 
4510,BARRIO GARAIOLTZA 147 (48196)
4511,ARETXALDE 
4512,GARAIOLTZA AUZOA 162
4513,GARAIOLTZA 80
4514,GARAIOLTZA 114
4515,GARAIOLTZA TXABOLA CERCA DE RIO
4516,ARETXALDE 98
4517,GARAIOLTZA 178
4518,GARAIOLTZA 175B
4519,GOIERRI
4520,ARETXALDE AUZOA 99B
4521,BARRIO GARAIOLTZA 1
4522,BARRIO GOITIOLTZA 7 B
4523,ITXINA KALEA 3
4524,FRANCISCO MUÑOZ KALEA 6  
4525,BERAZA AUZOA 4  
4526,OLABARRI
4527,OLABARRI 6A
4528,BO IBARRA 10
4529,BO ARANGUREN 2
4530,ARETXALDE AUZOA 115B (48196)
4531,BO GOITIOLTZA 29
4532,BO GOITIOLTZA 1
4533,BO ARETXALDE 75
4534,KANTERA BIDEA 6
4535,LARRAKOETXE PLAZA
4536,LARAKOETXE
